=============================== INPUT ARGUMENTS ================================

•Documents:
  - documents/document-01.txt
  - documents/document-02.txt
  - documents/document-03.txt

•Stop Words File: stop-words/stop-words-en.txt
•Lemmatization File: lemmatization/corpus-en.json

=============================== TABLES OF TERMS ================================

=========================== documents/document-01.txt ==========================

Term                                    TF         IDF       TFIDF          Index
bring                             0.000000    0.477121    0.000000            N/A
brush                             1.000000    0.176091    0.056713          5, 24
busier                            1.000000    0.477121    0.056713         14, 20
busy                              0.000000    0.477121    0.000000            N/A
call                              0.000000    0.477121    0.000000            N/A
calm                              1.000000    0.000000    0.056713          5, 49
calmer                            0.000000    0.477121    0.000000            N/A
calmness                          0.000000    0.477121    0.000000            N/A
care                              1.301030    0.000000    0.073786          2, 88
carefully                         0.000000    0.176091    0.000000            N/A
carry                             1.477121    0.000000    0.083772          0, 41
catch                             1.301030    0.000000    0.073786          9, 11
challenge                         0.000000    0.477121    0.000000            N/A
chaotic                           0.000000    0.477121    0.000000            N/A
chase                             0.000000    0.477121    0.000000            N/A
circles                           0.000000    0.477121    0.000000            N/A
clean                             0.000000    0.477121    0.000000            N/A
climb                             0.000000    0.176091    0.000000            N/A
close                             1.000000    0.000000    0.056713          11, 1
closely                           0.000000    0.477121    0.000000            N/A
colored                           0.000000    0.477121    0.000000            N/A
comfort                           1.000000    0.176091    0.056713         11, 57
compare                           0.000000    0.477121    0.000000            N/A
conditions                        0.000000    0.477121    0.000000            N/A
confidently                       0.000000    0.477121    0.000000            N/A
connect                           1.000000    0.000000    0.056713          3, 91
constant                          0.000000    0.477121    0.000000            N/A
constantly                        0.000000    0.477121    0.000000            N/A
constantlyfish                    0.000000    0.477121    0.000000            N/A
continue                          0.000000    0.477121    0.000000            N/A
contribute                        0.000000    0.477121    0.000000            N/A
cool                              1.000000    0.176091    0.056713          0, 43
coolness                          0.000000    0.477121    0.000000            N/A
couldnt                           1.000000    0.176091    0.056713         12, 32
cover                             1.000000    0.477121    0.056713          4, 20
crisp                             1.000000    0.176091    0.056713          0, 36
crowded                           0.000000    0.176091    0.000000            N/A
curled                            0.000000    0.477121    0.000000            N/A
current                           0.000000    0.477121    0.000000            N/A
currents                          0.000000    0.477121    0.000000            N/A
currentsall                       1.000000    0.176091    0.056713          7, 58
daily                             0.000000    0.176091    0.000000            N/A
dampness                          1.000000    0.477121    0.056713          0, 44
dance                             0.000000    0.477121    0.000000            N/A
darted                            1.000000    0.477121    0.056713          1, 44
darting                           0.000000    0.477121    0.000000            N/A
day                               1.301030    0.000000    0.073786         10, 41
deadlines                         0.000000    0.477121    0.000000            N/A
decide                            1.000000    0.000000    0.056713           0, 7
deeper                            1.000000    0.000000    0.056713          8, 29
deeply                            1.000000    0.000000    0.056713         11, 56
deliberate                        0.000000    0.176091    0.000000            N/A
demand                            1.301030    0.000000    0.073786          8, 14
details                           1.000000    0.000000    0.056713          6, 58
didnt                             1.903090    0.000000    0.107930          0, 49
differently                       0.000000    0.477121    0.000000            N/A
dirt                              1.301030    0.176091    0.073786          2, 10
disappear                         1.000000    0.477121    0.056713          9, 50
discover                          0.000000    0.477121    0.000000            N/A
distractions                      1.000000    0.477121    0.056713          8, 16
disturb                           1.000000    0.176091    0.056713          1, 50
dragonfly                         1.301030    0.000000    0.073786           9, 1
draw                              0.000000    0.176091    0.000000            N/A
drift                             0.000000    0.477121    0.000000            N/A
earlier                           1.000000    0.477121    0.056713         13, 14
early                             0.000000    0.477121    0.000000            N/A
earth                             1.301030    0.000000    0.073786          3, 41
earthy                            0.000000    0.477121    0.000000            N/A
easier                            0.000000    0.176091    0.000000            N/A
easily                            1.000000    0.477121    0.056713          6, 26
easy                              1.000000    0.477121    0.056713          2, 63
edge                              1.000000    0.000000    0.056713           9, 5
emptiness                         1.000000    0.176091    0.056713          7, 40
empty                             0.000000    0.477121    0.000000            N/A
erased                            0.000000    0.477121    0.000000            N/A
eventually                        1.301030    0.000000    0.073786           5, 0
evergreen                         0.000000    0.477121    0.000000            N/A
exist                             1.301030    0.000000    0.073786         11, 39
expect                            0.000000    0.477121    0.000000            N/A
fade                              1.000000    0.176091    0.056713          7, 26
failure                           0.000000    0.477121    0.000000            N/A
faint                             1.000000    0.477121    0.056713          0, 26
faintest                          1.000000    0.477121    0.056713          1, 28
familiar                          1.000000    0.000000    0.056713           1, 6
fast                              0.000000    0.477121    0.000000            N/A
feel                              1.845098    0.000000    0.104641          0, 35
field                             1.477121    0.176091    0.083772          2, 18
figure                            0.000000    0.477121    0.000000            N/A
fill                              0.000000    0.477121    0.000000            N/A
find                              1.000000    0.000000    0.056713         13, 47
firm                              1.000000    0.477121    0.056713          2, 43
fish                              1.301030    0.000000    0.073786          7, 11
flat                              1.000000    0.176091    0.056713           6, 4
fleeting                          0.000000    0.477121    0.000000            N/A
flitted                           0.000000    0.477121    0.000000            N/A
focus                             0.000000    0.176091    0.000000            N/A
follow                            0.000000    0.477121    0.000000            N/A
force                             1.000000    0.477121    0.056713          4, 53
forest                            1.000000    0.000000    0.056713          2, 49
forget                            1.000000    0.477121    0.056713          2, 65
fragile                           0.000000    0.477121    0.000000            N/A
freshness                         0.000000    0.176091    0.000000            N/A
frighten                          0.000000    0.477121    0.000000            N/A
full                              1.301030    0.176091    0.073786          4, 28
gentle                            1.000000    0.176091    0.056713          5, 20
gentler                           0.000000    0.176091    0.000000            N/A
gently                            1.000000    0.000000    0.056713          3, 38
give                              1.000000    0.176091    0.056713         14, 39
glass                             1.000000    0.000000    0.056713          9, 25
glimmered                         0.000000    0.477121    0.000000            N/A
glowing                           0.000000    0.477121    0.000000            N/A
goals                             0.000000    0.477121    0.000000            N/A
gold                              0.000000    0.477121    0.000000            N/A
grass                             0.000000    0.477121    0.000000            N/A
grasses                           1.000000    0.176091    0.056713          2, 21
grateful                          0.000000    0.477121    0.000000            N/A
gratefully                        0.000000    0.477121    0.000000            N/A
gratitude                         1.000000    0.477121    0.056713         13, 32
great                             0.000000    0.477121    0.000000            N/A
ground                            1.301030    0.000000    0.073786          0, 39
grow                              1.000000    0.000000    0.056713          2, 22
guardians                         1.000000    0.176091    0.056713          2, 46
hadnt                             1.000000    0.000000    0.056713         10, 16
harmless                          1.000000    0.477121    0.056713          1, 63
harmony                           0.000000    0.477121    0.000000            N/A
head                              0.000000    0.477121    0.000000            N/A
hear                              1.000000    0.176091    0.056713           7, 5
heavy                             0.000000    0.477121    0.000000            N/A
hereless                          0.000000    0.477121    0.000000            N/A
herenot                           1.000000    0.176091    0.056713          6, 71
hide                              1.301030    0.000000    0.073786          7, 57
higher                            1.301030    0.000000    0.073786          5, 62
hold                              1.301030    0.000000    0.073786          3, 32
horizon                           0.000000    0.477121    0.000000            N/A
hours                             0.000000    0.477121    0.000000            N/A
house                             0.000000    0.477121    0.000000            N/A
hurry                             0.000000    0.176091    0.000000            N/A
i                                 2.643453    0.000000    0.149919           0, 6
idea                              0.000000    0.176091    0.000000            N/A
identical                         0.000000    0.477121    0.000000            N/A
imagine                           1.000000    0.477121    0.056713          1, 34
important                         1.000000    0.477121    0.056713         12, 38
interruptions                     1.000000    0.477121    0.056713          8, 13
invisible                         0.000000    0.477121    0.000000            N/A
ishow                             0.000000    0.477121    0.000000            N/A
jot                               0.000000    0.477121    0.000000            N/A
judgment                          1.000000    0.176091    0.056713         11, 48
jump                              1.000000    0.176091    0.056713          7, 12
kind                              1.000000    0.000000    0.056713         11, 50
laid                              1.000000    0.477121    0.056713          3, 37
lake                              2.113943    0.000000    0.119889          0, 14
lakes                             0.000000    0.477121    0.000000            N/A
lakesomething                     0.000000    0.477121    0.000000            N/A
land                              1.000000    0.000000    0.056713           9, 2
lap                               1.000000    0.477121    0.056713          5, 21
lapped                            0.000000    0.477121    0.000000            N/A
layer                             0.000000    0.477121    0.000000            N/A
lead                              0.000000    0.477121    0.000000            N/A
leapt                             0.000000    0.477121    0.000000            N/A
learn                             1.000000    0.000000    0.056713          8, 36
leave                             1.000000    0.000000    0.056713          1, 24
lie                               0.000000    0.477121    0.000000            N/A
life                              1.477121    0.000000    0.083772          2, 70
lift                              1.000000    0.000000    0.056713          9, 46
light                             1.301030    0.000000    0.073786          5, 55
lighter                           1.000000    0.000000    0.056713         14, 24
line                              0.000000    0.477121    0.000000            N/A
lingered                          0.000000    0.477121    0.000000            N/A
lingers                           0.000000    0.477121    0.000000            N/A
lock                              0.000000    0.176091    0.000000            N/A
long                              1.000000    0.000000    0.056713          3, 54
longer                            0.000000    0.477121    0.000000            N/A
lose                              1.000000    0.176091    0.056713          3, 58
loud                              1.000000    0.477121    0.056713          5, 16
mattered                          0.000000    0.477121    0.000000            N/A
meadow                            0.000000    0.176091    0.000000            N/A
meant                             0.000000    0.477121    0.000000            N/A
measure                           1.000000    0.176091    0.056713         11, 26
mejust                            0.000000    0.477121    0.000000            N/A
mesomething                       1.000000    0.477121    0.056713         12, 29
middle                            0.000000    0.477121    0.000000            N/A
mind                              1.000000    0.000000    0.056713          4, 64
minutes                           1.000000    0.176091    0.056713          2, 94
mirror                            1.000000    0.000000    0.056713          3, 36
moment                            1.477121    0.000000    0.083772          2, 54
moments                           1.301030    0.000000    0.073786          10, 9
morning                           1.000000    0.000000    0.056713           0, 4
motion                            0.000000    0.477121    0.000000            N/A
move                              1.477121    0.000000    0.083772          6, 40
movement                          0.000000    0.477121    0.000000            N/A
narrow                            1.000000    0.176091    0.056713           2, 9
night                             1.000000    0.176091    0.056713          0, 47
noise                             1.301030    0.000000    0.073786          2, 68
noisy                             1.000000    0.176091    0.056713          8, 10
notebook                          1.602060    0.000000    0.090858          0, 57
notice                            1.602060    0.000000    0.090858          1, 14
ocean                             1.000000    0.176091    0.056713          2, 30
offer                             0.000000    0.477121    0.000000            N/A
open                              1.301030    0.000000    0.073786          2, 17
orange                            1.000000    0.477121    0.056713          0, 29
ordinary                          0.000000    0.477121    0.000000            N/A
outward                           0.000000    0.477121    0.000000            N/A
overhead                          0.000000    0.477121    0.000000            N/A
overlook                          0.000000    0.477121    0.000000            N/A
pace                              0.000000    0.176091    0.000000            N/A
pack                              0.000000    0.477121    0.000000            N/A
paint                             1.000000    0.477121    0.056713          0, 22
pale                              1.000000    0.176091    0.056713          0, 31
part                              1.301030    0.176091    0.073786           2, 2
pass                              1.477121    0.000000    0.083772          2, 92
path                              1.698970    0.000000    0.096354           1, 1
patience                          0.000000    0.477121    0.000000            N/A
pause                             1.000000    0.000000    0.056713          2, 51
pay                               1.000000    0.176091    0.056713         13, 59
peace                             1.000000    0.000000    0.056713         12, 42
pen                               1.000000    0.176091    0.056713          0, 60
penthinking                       0.000000    0.477121    0.000000            N/A
perfectly                         0.000000    0.477121    0.000000            N/A
pieces                            1.301030    0.477121    0.073786          3, 87
pine                              1.000000    0.176091    0.056713          4, 30
pines                             1.000000    0.000000    0.056713          2, 39
place                             1.000000    0.000000    0.056713         13, 42
plan                              0.000000    0.477121    0.000000            N/A
plant                             1.000000    0.000000    0.056713          7, 55
presence                          1.000000    0.477121    0.056713          1, 53
present                           1.000000    0.176091    0.056713          4, 52
problems                          1.000000    0.176091    0.056713         14, 35
prove                             1.000000    0.477121    0.056713         11, 23
quick                             0.000000    0.477121    0.000000            N/A
quickly                           0.000000    0.176091    0.000000            N/A
quiet                             1.301030    0.000000    0.073786           0, 3
quietly                           1.301030    0.176091    0.073786          1, 38
rare                              1.000000    0.000000    0.056713         11, 54
reach                             1.477121    0.000000    0.083772           4, 1
realize                           1.301030    0.000000    0.073786          10, 1
reasoni                           0.000000    0.477121    0.000000            N/A
reflect                           1.000000    0.000000    0.056713          3, 43
remind                            1.301030    0.000000    0.073786          3, 76
reminder                          1.000000    0.000000    0.056713         12, 47
repeat                            0.000000    0.477121    0.000000            N/A
require                           1.000000    0.477121    0.056713          4, 36
rest                              1.000000    0.176091    0.056713          9, 40
reveal                            0.000000    0.477121    0.000000            N/A
rhythm                            0.000000    0.176091    0.000000            N/A
ring                              0.000000    0.477121    0.000000            N/A
rippled                           0.000000    0.477121    0.000000            N/A
ripples                           1.000000    0.000000    0.056713          7, 13
rise                              1.000000    0.000000    0.056713          0, 21
road                              1.000000    0.000000    0.056713          2, 11
rock                              1.000000    0.477121    0.056713           6, 5
roll                              0.000000    0.477121    0.000000            N/A
roots                             1.000000    0.000000    0.056713          4, 22
ropes                             0.000000    0.477121    0.000000            N/A
rougher                           0.000000    0.176091    0.000000            N/A
row                               1.000000    0.176091    0.056713          2, 37
rugged                            1.000000    0.477121    0.056713          4, 15
run                               0.000000    0.477121    0.000000            N/A
rush                              1.000000    0.000000    0.056713         10, 45
rustled                           1.000000    0.477121    0.056713          1, 25
scattered                         0.000000    0.477121    0.000000            N/A
scattering                        0.000000    0.477121    0.000000            N/A
scene                             0.000000    0.477121    0.000000            N/A
scent                             0.000000    0.477121    0.000000            N/A
schedule                          1.000000    0.477121    0.056713          2, 84
schedules                         0.000000    0.176091    0.000000            N/A
sea                               0.000000    0.477121    0.000000            N/A
seconds                           0.000000    0.477121    0.000000            N/A
secrets                           0.000000    0.477121    0.000000            N/A
send                              0.000000    0.477121    0.000000            N/A
sense                             1.000000    0.477121    0.056713          3, 60
sentries                          0.000000    0.477121    0.000000            N/A
separate                          1.000000    0.477121    0.056713          3, 86
set                               0.000000    0.477121    0.000000            N/A
shades                            0.000000    0.477121    0.000000            N/A
shards                            0.000000    0.477121    0.000000            N/A
share                             0.000000    0.477121    0.000000            N/A
sharp                             0.000000    0.176091    0.000000            N/A
sharper                           1.000000    0.477121    0.056713          4, 27
shimmered                         1.000000    0.176091    0.056713          5, 52
shimmering                        0.000000    0.477121    0.000000            N/A
shine                             0.000000    0.176091    0.000000            N/A
shore                             1.301030    0.000000    0.073786          5, 27
short                             0.000000    0.477121    0.000000            N/A
side                              1.301030    0.176091    0.073786          2, 14
sight                             1.000000    0.176091    0.056713          5, 10
silence                           0.000000    0.477121    0.000000            N/A
silent                            0.000000    0.477121    0.000000            N/A
simpler                           0.000000    0.477121    0.000000            N/A
simply                            1.301030    0.000000    0.073786          9, 39
single                            1.000000    0.176091    0.056713          7, 28
sit                               1.301030    0.000000    0.073786           6, 1
sky                               1.602060    0.000000    0.090858          0, 24
slip                              0.000000    0.477121    0.000000            N/A
slow                              1.000000    0.000000    0.056713          3, 79
slowly                            1.000000    0.000000    0.056713          6, 55
small                             1.477121    0.000000    0.083772          0, 56
smell                             1.000000    0.176091    0.056713          4, 26
smooth                            0.000000    0.477121    0.000000            N/A
soft                              1.000000    0.176091    0.056713          5, 30
soften                            0.000000    0.477121    0.000000            N/A
softer                            1.000000    0.176091    0.056713          6, 76
softly                            0.000000    0.176091    0.000000            N/A
soil                              0.000000    0.477121    0.000000            N/A
solemn                            0.000000    0.477121    0.000000            N/A
solve                             1.000000    0.176091    0.056713         14, 32
sound                             1.301030    0.176091    0.073786           5, 2
specific                          0.000000    0.477121    0.000000            N/A
speed                             1.000000    0.477121    0.056713         12, 20
splash                            1.000000    0.176091    0.056713           7, 8
spread                            1.000000    0.176091    0.056713          7, 14
stained                           1.000000    0.477121    0.056713          9, 24
stand                             1.000000    0.000000    0.056713          2, 40
stare                             0.000000    0.477121    0.000000            N/A
start                             0.000000    0.176091    0.000000            N/A
startling                         1.000000    0.477121    0.056713          9, 31
stay                              1.000000    0.000000    0.056713          4, 56
steady                            0.000000    0.176091    0.000000            N/A
steadymaybe                       0.000000    0.477121    0.000000            N/A
step                              1.477121    0.000000    0.083772          4, 44
stillness                         1.602060    0.000000    0.090858          3, 33
stir                              0.000000    0.477121    0.000000            N/A
stone                             0.000000    0.176091    0.000000            N/A
stop                              1.000000    0.000000    0.056713         10, 17
straight                          0.000000    0.477121    0.000000            N/A
stretch                           1.000000    0.000000    0.056713          5, 44
strike                            0.000000    0.477121    0.000000            N/A
strokes                           1.000000    0.477121    0.056713          0, 27
success                           0.000000    0.477121    0.000000            N/A
successful                        1.000000    0.176091    0.056713         11, 34
sudden                            1.000000    0.477121    0.056713           7, 7
suddenly                          0.000000    0.477121    0.000000            N/A
sun                               1.477121    0.000000    0.083772          0, 16
sunlight                          1.000000    0.000000    0.056713          9, 13
surface                           1.477121    0.000000    0.083772          5, 51
swayed                            1.301030    0.176091    0.073786          2, 25
talk                              1.000000    0.477121    0.056713          1, 39
tall                              1.000000    0.000000    0.056713          2, 23
thin                              0.000000    0.477121    0.000000            N/A
tides                             0.000000    0.477121    0.000000            N/A
time                              1.477121    0.000000    0.083772           1, 9
timeless                          0.000000    0.477121    0.000000            N/A
tiny                              1.000000    0.176091    0.056713          9, 21
today                             1.000000    0.176091    0.056713          1, 17
tooit                             1.000000    0.477121    0.056713          4, 49
toowithout                        0.000000    0.477121    0.000000            N/A
touch                             1.000000    0.176091    0.056713          6, 46
track                             0.000000    0.477121    0.000000            N/A
trail                             1.000000    0.000000    0.056713          4, 10
travel                            1.000000    0.477121    0.056713          7, 23
traveler                          1.000000    0.477121    0.056713          1, 64
trees                             1.602060    0.000000    0.090858          1, 19
turn                              1.000000    0.477121    0.056713          4, 11
unnoticed                         1.000000    0.176091    0.056713          6, 63
unseen                            1.000000    0.176091    0.056713          7, 47
unusually                         1.000000    0.176091    0.056713          1, 21
urgency                           1.000000    0.477121    0.056713          2, 79
usual                             0.000000    0.477121    0.000000            N/A
vanished                          0.000000    0.477121    0.000000            N/A
vanishing                         0.000000    0.477121    0.000000            N/A
view                              0.000000    0.477121    0.000000            N/A
visitor                           0.000000    0.477121    0.000000            N/A
wait                              1.477121    0.000000    0.083772          8, 31
walk                              1.954243    0.000000    0.110831          0, 11
wander                            1.000000    0.477121    0.056713          4, 65
warm                              0.000000    0.477121    0.000000            N/A
warmer                            1.000000    0.176091    0.056713         14, 16
warmth                            0.000000    0.477121    0.000000            N/A
wasnt                             1.301030    0.000000    0.073786          3, 17
waste                             1.000000    0.176091    0.056713          6, 74
watch                             1.000000    0.000000    0.056713          7, 21
water                             1.778151    0.000000    0.100845          3, 20
waters                            0.000000    0.176091    0.000000            N/A
wave                              1.000000    0.000000    0.056713          2, 27
werent                            0.000000    0.477121    0.000000            N/A
whisper                           1.000000    0.477121    0.056713          1, 29
whispered                         1.000000    0.000000    0.056713         13, 18
whispering                        0.000000    0.477121    0.000000            N/A
wide                              1.000000    0.000000    0.056713          5, 47
widen                             0.000000    0.477121    0.000000            N/A
wider                             0.000000    0.477121    0.000000            N/A
wild                              1.000000    0.477121    0.056713          2, 20
wind                              1.000000    0.000000    0.056713          1, 31
wings                             1.000000    0.000000    0.056713          9, 10
woods                             0.000000    0.477121    0.000000            N/A
words                             1.000000    0.000000    0.056713          6, 21
work                              0.000000    0.477121    0.000000            N/A
world                             1.477121    0.000000    0.083772          1, 70
worry                             0.000000    0.477121    0.000000            N/A
worth                             1.000000    0.477121    0.056713         11, 28
wound                             0.000000    0.477121    0.000000            N/A
write                             1.845098    0.000000    0.104641          0, 69
yellow                            1.000000    0.477121    0.056713          0, 32


=========================== documents/document-02.txt ==========================

Term                                    TF         IDF       TFIDF          Index
------------------------------------------------------------------------------------------
a                                 2.301030    0.000000    0.122353          0, 10
accept                            0.000000    0.477121    0.000000            N/A
acceptance                        1.000000    0.000000    0.053173         11, 51
achieve                           1.000000    0.477121    0.053173         11, 23
achievement                       0.000000    0.477121    0.000000            N/A
activity                          0.000000    0.477121    0.000000            N/A
admire                            1.000000    0.477121    0.053173          7, 71
afraid                            0.000000    0.477121    0.000000            N/A
afterthe                          0.000000    0.477121    0.000000            N/A
air                               1.698970    0.000000    0.090339          0, 36
alive                             1.000000    0.000000    0.053173          1, 37
alongjust                         1.000000    0.477121    0.053173          0, 53
altogether                        1.000000    0.477121    0.053173         10, 26
anchored                          1.000000    0.477121    0.053173          4, 48
appearedbroad                     0.000000    0.477121    0.000000            N/A
appointments                      1.000000    0.477121    0.053173          2, 82
arrive                            1.000000    0.477121    0.053173          0, 70
asleep                            1.000000    0.176091    0.053173          5, 32
attention                         1.301030    0.000000    0.069180          1, 33
awake                             1.000000    0.176091    0.053173         14, 21
balance                           1.000000    0.000000    0.053173          7, 69
beautiful                         1.000000    0.000000    0.053173          3, 19
beauty                            1.000000    0.000000    0.053173          10, 8
bend                              0.000000    0.477121    0.000000            N/A
beneath                           1.000000    0.000000    0.053173          7, 44
birds                             1.000000    0.000000    0.053173          1, 50
bother                            1.000000    0.176091    0.053173          9, 34
branch                            0.000000    0.477121    0.000000            N/A
branches                          1.000000    0.176091    0.053173          1, 49
break                             0.000000    0.477121    0.000000            N/A
breathe                           1.301030    0.176091    0.069180          2, 63
breeze                            1.000000    0.176091    0.053173         13, 22
bright                            1.000000    0.176091    0.053173          9, 46
brighter                          1.000000    0.477121    0.053173          5, 54
bring                             1.000000    0.477121    0.053173          0, 51
brush                             1.000000    0.176091    0.053173          5, 22
busier                            0.000000    0.477121    0.000000            N/A
busy                              1.000000    0.477121    0.053173         14, 22
call                              0.000000    0.477121    0.000000            N/A
calm                              1.000000    0.000000    0.053173           0, 4
calmer                            0.000000    0.477121    0.000000            N/A
calmness                          1.000000    0.477121    0.053173          7, 37
care                              1.000000    0.000000    0.053173         11, 25
carefully                         1.301030    0.176091    0.069180          4, 31
carry                             1.301030    0.000000    0.069180          0, 37
catch                             1.301030    0.000000    0.069180          1, 31
challenge                         1.000000    0.477121    0.053173         14, 43
chaotic                           0.000000    0.477121    0.000000            N/A
chase                             1.000000    0.477121    0.053173          2, 90
circles                           1.000000    0.477121    0.053173          7, 23
clean                             1.000000    0.477121    0.053173          4, 19
climb                             1.301030    0.176091    0.069180          0, 19
close                             1.301030    0.000000    0.069180           6, 6
closely                           0.000000    0.477121    0.000000            N/A
colored                           0.000000    0.477121    0.000000            N/A
comfort                           0.000000    0.176091    0.000000            N/A
compare                           0.000000    0.477121    0.000000            N/A
conditions                        1.000000    0.477121    0.053173         11, 45
confidently                       1.000000    0.477121    0.053173          1, 59
connect                           1.000000    0.000000    0.053173          3, 86
constant                          1.000000    0.477121    0.053173          2, 70
constantly                        1.000000    0.477121    0.053173         10, 10
constantlyfish                    0.000000    0.477121    0.000000            N/A
continue                          1.000000    0.477121    0.053173           3, 2
contribute                        1.000000    0.477121    0.053173          7, 66
cool                              0.000000    0.176091    0.000000            N/A
coolness                          1.000000    0.477121    0.053173          0, 45
couldnt                           1.000000    0.176091    0.053173          3, 35
cover                             0.000000    0.477121    0.000000            N/A
crisp                             1.000000    0.176091    0.053173          0, 39
crowded                           1.000000    0.176091    0.053173          8, 10
curled                            0.000000    0.477121    0.000000            N/A
current                           0.000000    0.477121    0.000000            N/A
currents                          0.000000    0.477121    0.000000            N/A
currentsall                       1.000000    0.176091    0.053173          7, 63
daily                             1.477121    0.176091    0.078543          1, 73
dampness                          0.000000    0.477121    0.000000            N/A
dance                             1.000000    0.477121    0.053173          6, 45
darted                            0.000000    0.477121    0.000000            N/A
darting                           1.000000    0.477121    0.053173          1, 58
day                               1.477121    0.000000    0.078543          5, 57
deadlines                         1.000000    0.477121    0.053173          2, 88
decide                            1.000000    0.000000    0.053173           0, 7
deeper                            1.000000    0.000000    0.053173          8, 27
deeply                            1.000000    0.000000    0.053173         11, 55
deliberate                        1.000000    0.176091    0.053173          4, 45
demand                            1.477121    0.000000    0.078543          4, 34
details                           1.000000    0.000000    0.053173         13, 53
didnt                             1.845098    0.000000    0.098109          0, 50
differently                       0.000000    0.477121    0.000000            N/A
dirt                              0.000000    0.176091    0.000000            N/A
disappear                         0.000000    0.477121    0.000000            N/A
discover                          1.000000    0.477121    0.053173         13, 48
distractions                      0.000000    0.477121    0.000000            N/A
disturb                           0.000000    0.176091    0.000000            N/A
dragonfly                         1.301030    0.000000    0.069180           9, 1
draw                              1.000000    0.176091    0.053173           3, 9
drift                             0.000000    0.477121    0.000000            N/A
earlier                           0.000000    0.477121    0.000000            N/A
early                             1.000000    0.477121    0.053173          0, 33
earth                             1.301030    0.000000    0.069180          3, 49
earthy                            0.000000    0.477121    0.000000            N/A
easier                            1.000000    0.176091    0.053173          6, 26
easily                            0.000000    0.477121    0.000000            N/A
easy                              0.000000    0.477121    0.000000            N/A
edge                              1.477121    0.000000    0.078543          2, 53
emptiness                         1.000000    0.176091    0.053173          7, 43
empty                             0.000000    0.477121    0.000000            N/A
erased                            1.301030    0.477121    0.069180          6, 73
eventually                        1.000000    0.000000    0.053173           5, 0
evergreen                         1.000000    0.477121    0.053173          2, 42
exist                             1.301030    0.000000    0.069180         11, 37
expect                            1.000000    0.477121    0.053173         11, 14
fade                              0.000000    0.176091    0.000000            N/A
failure                           1.000000    0.477121    0.053173         11, 29
faint                             0.000000    0.477121    0.000000            N/A
faintest                          0.000000    0.477121    0.000000            N/A
familiar                          1.000000    0.000000    0.053173          13, 4
fast                              0.000000    0.477121    0.000000            N/A
feel                              1.602060    0.000000    0.085186           8, 7
field                             0.000000    0.176091    0.000000            N/A
figure                            1.000000    0.477121    0.053173          1, 70
fill                              1.301030    0.477121    0.069180          2, 21
find                              1.698970    0.000000    0.090339          3, 36
firm                              0.000000    0.477121    0.000000            N/A
fish                              1.301030    0.000000    0.069180           7, 4
flat                              1.000000    0.176091    0.053173           6, 4
fleeting                          1.000000    0.477121    0.053173          10, 1
flitted                           1.000000    0.477121    0.053173          1, 51
focus                             1.000000    0.176091    0.053173         10, 41
follow                            0.000000    0.477121    0.000000            N/A
force                             0.000000    0.477121    0.000000            N/A
forest                            1.000000    0.000000    0.053173          2, 56
forget                            0.000000    0.477121    0.000000            N/A
fragile                           0.000000    0.477121    0.000000            N/A
freshness                         1.000000    0.176091    0.053173          0, 40
frighten                          1.000000    0.477121    0.053173          9, 28
full                              0.000000    0.176091    0.000000            N/A
gentle                            1.301030    0.176091    0.069180          0, 25
gentler                           1.000000    0.176091    0.053173         14, 57
gently                            1.000000    0.000000    0.053173          3, 46
